record_id,book_id,class_level,page_number,lesson_number,split_group,split,word_count,manual_review_required,curation_flags,text_sha256
class7-english-page-0051,class7-english,7,51,,class7-english:page-block:011,train,220,False,,16e9f97c0fa698b876f045a001db2868d950f8398460e50a81942c65b925a100
class7-english-page-0052,class7-english,7,52,,class7-english:page-block:011,train,319,False,,f7be8a71c11dffeea9743c6f99732a5cfcb1eb16b44a59f92785321db9173677
class7-english-page-0053,class7-english,7,53,,class7-english:page-block:011,train,43,False,,0fbd55fe7560ee378697e29aa5372bc91f1b4019bbdd1e6e81e77ade3dea32c0
class7-english-page-0054,class7-english,7,54,,class7-english:page-block:011,train,193,False,,9a4957f5085aa751f4f4b8a8c26a7158cd494992cb5853d743a51f0a62f29bae
class7-english-page-0055,class7-english,7,55,,class7-english:page-block:011,train,103,False,,e60d6ca70842ed0f5dc2039ccccb01a6c5e68e7164dfb12af93ff154269b0e38
class7-english-page-0056,class7-english,7,56,,class7-english:page-block:012,train,188,False,,b2a22ceb73c31f186e6ca341f07e6cfdc5fcbf34eef479d4369ee292de065e7b
class7-english-page-0057,class7-english,7,57,,class7-english:page-block:012,train,283,False,,a8eb38088890f95d1d1f372ce8140cdff561ee6401970275b3f8b5a3a2e162c4
class7-english-page-0058,class7-english,7,58,,class7-english:page-block:012,train,139,False,,04cd5d6682059f7163858913825a86b2b8afffec4e410665fb72ecf9a3525ff7
class7-english-page-0059,class7-english,7,59,,class7-english:page-block:012,train,189,False,,7bb92621673935d037ff5f17fadaafeab8cd911636f1155c59ca6a5b1d5262ca
class7-english-page-0061,class7-english,7,61,,class7-english:page-block:013,train,194,False,,13a52b5d33d50145e561cc42d97f0ef546f22efaeaf3573db76a6274be5f0f3b
class7-english-page-0062,class7-english,7,62,,class7-english:page-block:013,train,184,False,,f237ca26c42fe0dcd429aae9631bb419e9c675c4ff56062a557c4d63a9b39a09
class7-english-page-0063,class7-english,7,63,,class7-english:page-block:013,train,172,False,,cc1a7f219aa15bb73e4ba07e2f1f6dad1c63e9a5f99adf50767c6f22ec50c150
class7-english-page-0064,class7-english,7,64,,class7-english:page-block:013,train,177,False,,5c163740cb812caea79f50487a24cd3a839a29943d71ef417c1e976e53405942
class7-english-page-0065,class7-english,7,65,,class7-english:page-block:013,train,112,False,,81d5884931da141ca26278d066732133c7efbb148ab5fbef137c5e3d748192a3
class7-english-page-0066,class7-english,7,66,,class7-english:page-block:014,train,211,False,,379aecdbe5fd7b475f32657eb5c8cf9221e92fcab51419c52d8444c1408488ca
class7-english-page-0067,class7-english,7,67,,class7-english:page-block:014,train,213,False,,cd710864a6a082c5a11895649e86b9c75572fcbf21989b8e14330f8804ee50b0
class7-english-page-0068,class7-english,7,68,,class7-english:page-block:014,train,251,False,,e8342b4b331349913d0bbe1f9e9aadd4f66faade3b517343828153b6e8ad9de2
class7-english-page-0069,class7-english,7,69,,class7-english:page-block:014,train,192,False,,c7cedccf08ae5b631c297ec76d39dcce07176bbe46466c899383d13450c2438e
class7-english-page-0070,class7-english,7,70,,class7-english:page-block:014,train,153,False,,fdb0dd9ff72f205d2b6dfa60a086ce4d6b817c1c426f7dbe2339522c145b83b5
class7-english-page-0071,class7-english,7,71,,class7-english:page-block:015,train,176,False,,245788d782ad4dedeb155a95e20def13eb3f0cab89799afefa596be60f9499da
class7-english-page-0072,class7-english,7,72,,class7-english:page-block:015,train,204,False,,650faeb507c943eabc3b9e44f1d62e759572e7b212520ad9cb82117d811abf9f
class7-english-page-0073,class7-english,7,73,,class7-english:page-block:015,train,239,False,,1134fc7bfd0813692886017adccef34fe1ba58e36bdf96101028aa447977930b
class7-english-page-0074,class7-english,7,74,,class7-english:page-block:015,train,90,False,,02e271b835dd33a21bdf8ecac51239a54b42a041eb854911894a72896c0572f8
class7-english-page-0075,class7-english,7,75,,class7-english:page-block:015,train,279,False,,d7764a4ac2e683916bffa9c62e29776c1f6876e85a74c072dcdcd69230ee2175
class7-english-page-0076,class7-english,7,76,,class7-english:page-block:016,train,144,False,,1d18fbd78aeab00ddcde2079c6a0f09508d8ee08e1e203dde0cc00acfeee5f1e
class7-english-page-0077,class7-english,7,77,,class7-english:page-block:016,train,57,False,,4498a0b951011489aa8b2541e9a9765da8ee63c2f039703a8661f817bb34e87c
class7-english-page-0078,class7-english,7,78,,class7-english:page-block:016,train,132,False,,d56fd5617260025a23946cd38c111333cadc11f688448769340e03e0d440e4a3
class7-english-page-0079,class7-english,7,79,,class7-english:page-block:016,train,179,False,,0c897f53b4a90dba20f9ee4b6a5edee75a7bf74bab3138cf0bd3e8d015768895
class7-english-page-0080,class7-english,7,80,,class7-english:page-block:016,train,123,False,,a9452642e70eb6b3920d20b31f3c262d1ca1705dacf5d1c7fb19f98212d5b862
class7-english-page-0081,class7-english,7,81,,class7-english:page-block:017,train,224,False,,341a392d872c54aad4e65b2d06f55a512c51777c26cdaa72213861fe7977592b
class7-english-page-0082,class7-english,7,82,,class7-english:page-block:017,train,212,False,,c0e717dee0eb13aee7f4c0aef8dc3880d3a2a86412872e7f894e8bc86754f52b
class7-english-page-0083,class7-english,7,83,,class7-english:page-block:017,train,147,False,,523d5e72c03475444729cd8fea0cf2b33094ff3d605836d5131c06e4923c6773
class7-english-page-0084,class7-english,7,84,,class7-english:page-block:017,train,167,False,,f2770a0ef291f3aac66578056b532238ae7a76c7f936c82daea1d87d810b14bd
class7-english-page-0085,class7-english,7,85,,class7-english:page-block:017,train,124,False,,0cb4ed00460fb187d066279e7098618012a9d1ab16e1336dd97cab9bdcb33804
class7-english-page-0086,class7-english,7,86,,class7-english:page-block:018,train,288,False,,1a39e6ea3e98df166e7a43e5b0a8331bd543d082c23f00175cb53334e4652bb2
class7-english-page-0087,class7-english,7,87,,class7-english:page-block:018,train,194,False,,27afac0e7c4d4e89e1179168293aa52e5f72488fe614398cddf15355b08b77d5
class7-english-page-0088,class7-english,7,88,,class7-english:page-block:018,train,304,False,,0270684d566fff35f2268e8ed3c47282adf46f9b89afcefeac42b87fbe10721a
class7-english-page-0089,class7-english,7,89,,class7-english:page-block:018,train,158,False,,674ce792bcf2fbbed88c06feab560136c6528d3e77024033f0473e0e5191bb31
class7-english-page-0090,class7-english,7,90,,class7-english:page-block:018,train,262,False,,bec798e5103648ac4171064fab60237f4d4d85900f3131586438975d9a341986
class7-english-page-0091,class7-english,7,91,,class7-english:page-block:019,validation,41,False,,801b0a710c16db9d7524805f7868a9056dd0765fdb6d573306df78aa27085cc8
class7-english-page-0092,class7-english,7,92,,class7-english:page-block:019,validation,301,False,,cb121856315b2cb95e7fd710174bea618e6581c4f2c671880d695914efa050af
class7-english-page-0093,class7-english,7,93,,class7-english:page-block:019,validation,265,False,,2883b36706c3b53d57480ce517bd16c64af411830c79e541e237af4d9633143e
class7-english-page-0094,class7-english,7,94,,class7-english:page-block:019,validation,230,False,,082e7d94314f04b0b387f11a86f69201bdaf750b24a8e447983bee444a2e050b
class7-english-page-0095,class7-english,7,95,,class7-english:page-block:019,validation,78,False,,2f183b53b00f02d0654a8fa9af211f93d05aa5c00f115db143c0e2f85ba38134
class7-english-page-0096,class7-english,7,96,,class7-english:page-block:020,train,333,False,,090597d9e075a062b3152f7b4666ad88b5614ab564c12552e4ae98518a6958e0
class7-english-page-0097,class7-english,7,97,,class7-english:page-block:020,train,188,False,,fb43a18339f61a9afa7ffa3032a9be64c48551c75617c234fbbf518a2c4eb784
class7-english-page-0098,class7-english,7,98,,class7-english:page-block:020,train,346,False,,de42773110396b39ab1e73c4a9625cc8b3636a7e2088cba4d10db402b4eb773e
class7-english-page-0099,class7-english,7,99,,class7-english:page-block:020,train,349,False,,3d69c2f54b540029506bc9cc82f478d182c9b449a1d3e2b48d1c446738f7ab54
class7-english-page-0100,class7-english,7,100,,class7-english:page-block:020,train,151,False,,b1590315b03899a8350a9823ea86f86fb8444699173314170a3bb2e398c68262
class7-english-page-0101,class7-english,7,101,,class7-english:page-block:021,train,72,False,,b45a8601f3d8363d54f3ae9ab4885acc694a41a4ea5808bd13dbe5bfff2f1627
class7-english-page-0103,class7-english,7,103,,class7-english:page-block:021,train,42,False,,42b62b97a3ca2f911a65d21852d5d7cf0a0e370c11a82ade1ecf1c0605aa0ba3
class7-english-page-0104,class7-english,7,104,,class7-english:page-block:021,train,266,False,,06b67574693d4cb478c02cf8f7243952945a9b4da007553682495496c71f9d36
class7-english-page-0105,class7-english,7,105,,class7-english:page-block:021,train,152,False,,bf0e709dd7b10bd2c00de5ad625c1c36e1f9b4e31246d266dd6069c31c67aa36
class7-english-page-0106,class7-english,7,106,,class7-english:page-block:022,train,65,False,,0b277b915ab78df7ae7d6c7b6efe114ee2b114762356018bcd2ee2c9b43fe4b2
class7-english-page-0107,class7-english,7,107,,class7-english:page-block:022,train,228,True,OCR_REVIEW_NEEDED,f548e1803edb58dc8586b5a380044a8e728051d54edc26012c307f6784aec48e
class7-english-page-0108,class7-english,7,108,,class7-english:page-block:022,train,117,True,OCR_REVIEW_NEEDED,ad7abcc8af896a07d174f928522902b6fd17cb2921c3c4fef23b7c4dc61a5229
class7-english-page-0109,class7-english,7,109,,class7-english:page-block:022,train,65,False,,12b273a12b9699147fa0aac5cded8eb23c60c05dde0176f060d32604c17a853b
class7-english-page-0110,class7-english,7,110,,class7-english:page-block:022,train,291,False,,c800ab18c5db5bf45e1f8f707ef8eb09316cf95df483edfd6f4937d4f98caa65
class7-english-page-0111,class7-english,7,111,,class7-english:page-block:023,train,163,False,,36ec0e23efe72c1bcece7d42d26ea119818afc5066da5a965f5264bfd6a166c2
class7-english-page-0112,class7-english,7,112,,class7-english:page-block:023,train,163,False,,5ab61563b003358a06651008a3eb3cf4ab73cf7be2e55ea1b726f9b70dd24b34
class7-english-page-0113,class7-english,7,113,,class7-english:page-block:023,train,305,False,,1253013da41a3c5044a75c96ba0039be15842c1bb52a03db5f1d8e5689c0871f
class7-english-page-0114,class7-english,7,114,,class7-english:page-block:023,train,122,False,,c76f3f2866a3424e37ef24a607bec03924130d20a33382ce6a36c96c2f02c113
class7-english-page-0115,class7-english,7,115,,class7-english:page-block:023,train,280,False,,f7fa99a79e641ee1c14ea6c85e7fc1799156091199e2c347b6aab4c7cf843724
class7-english-page-0116,class7-english,7,116,,class7-english:page-block:024,train,242,False,,22fd5f72ddbead8188d5c5eeaab12a086122e6de4cb08112630a832dc96384df
class7-english-page-0118,class7-english,7,118,,class7-english:page-block:024,train,269,False,,57b5aafbd3c272f6f1f3e081b32b3c983bae1cb2184f41cca24ed287acbefc59
class7-english-page-0119,class7-english,7,119,,class7-english:page-block:024,train,303,False,,863f115e9b95c12b5023a7e0bc3fc2a392f3c036026e7e3c4936096f2e45a61e
class7-english-page-0120,class7-english,7,120,,class7-english:page-block:024,train,375,False,,da5baad59fffb30ba13b4781a7a63fa571cb29d9b05bee12630c3925924ad863
class7-english-page-0121,class7-english,7,121,,class7-english:page-block:025,train,390,False,,df179efa6a9f19f5f5c8b4ddfd8c181bb82c03574fa8ffa9eb33e47469f2cafd
class8-english-page-0005,class8-english,8,5,,class8-english:page-block:001,external_class8,73,False,CLASS8_EXTERNAL_ONLY,22dd86de65befc2c27865f9d6f0890c85f11fe018afc94e5357c33607b3c1000
