record_id,book_id,class_level,page_number,lesson_number,include_for_rag,include_for_sft,manual_review_required,candidate_text_versions,review_reasons,text_preview,source_file
class6-english-page-0082,class6-english,6,82,26,True,True,True,2,MULTIPLE_OCR_VERSIONS,"English For Today 7 Bangladesh, Bangladesh Where so many people are dying fast And it sure looks like a mess I've never seen such distress Now, won't you lend your hand and understand Relieve the people of Bangladesh Bangladesh, Bangladesh Such a great disaster - I don't understand But it sure looks like a mess I've never known such distress Now, p",public\ocr\books\class6-english\pages\page-082.json
class6-english-page-0083,class6-english,6,83,27,True,True,True,2,MULTIPLE_OCR_VERSIONS,"Lesson 26 Buying Clothes ask and answer questions read and understand texts A, Match the words with the pictures of clothes. panjabi | shorts | trousers jacket saree jeans T-shirt shoes In pairs, discuss the following questions about you. Have you ever been to a clothes shop? If no, then who buys your clothes? If yes, then who did you go with to th",public\ocr\books\class6-english\pages\page-083.json
class6-english-page-0084,class6-english,6,84,28,True,True,True,2,MULTIPLE_OCR_VERSIONS,"English For Today 79 Mrs. Urmila Karim is going to buy some clothes for her son Imran. They are now at a clothes shop. Read the conversation between Imran and the shop assistant. Imran Excuse me, where are the polo shirts? Assistant They're over there in the boy's section. Let me show you. Imran Thanks. Do you have one without a chain? Assistant Ye",public\ocr\books\class6-english\pages\page-084.json
class6-english-page-0085,class6-english,6,85,28,True,True,True,2,MULTIPLE_OCR_VERSIONS,"C2. Look at the useful expressions that Imran uses at the shop. Use the words below for each incomplete sentence to make a complete sentence. Excuse me, where are the? polo shirts/trousers/socks/shoes Do you have the kinds without..............? buttons/lace/hooks Do you have these in a different? colour/size/design this/these/the shirt/these socks",public\ocr\books\class6-english\pages\page-085.json
class6-english-page-0086,class6-english,6,86,29,True,True,True,2,MULTIPLE_OCR_VERSIONS,"I need some shoes. How about these? No, the heels are too high. Do you want flat shoes then? No, not flat, something in between. A bit of heel but not too high. What about this T-shirt, Imran? No, mom. I don't like the cartoon on the front. Well, what about that one, with writings on the chest? No, I don't really like that either. I want something ",public\ocr\books\class6-english\pages\page-086.json
class6-english-page-0087,class6-english,6,87,29,True,True,True,2,MULTIPLE_OCR_VERSIONS,"Imran I need to buy a shirt, too. Mrs. Karim Look, this shirt has nice prints! Imran No, mom. I want something more formal. Mrs. Karim — Then what about this one with stripes? Imran No, it's too boring. Look at this shirt with checks. This Mrs. Karim __ Yes, that's much better. Well, take it then. | try wearing flat match suit | size cheaper shorts",public\ocr\books\class6-english\pages\page-087.json
class6-english-page-0088,class6-english,6,88,30,True,True,True,2,MULTIPLE_OCR_VERSIONS,"Lesson 27 Andre read aloud texts with proper pronunciation, stress and intonation * read and understand written instructions © understand and enjoy stories and poems -Gwendolyn Brooks Thad a dream last night. I dreamed Thad to pick a mother out. I had to choose a father too. At first, I wondered what to do, There were so many there, it seemed, Shor",public\ocr\books\class6-english\pages\page-088.json
class6-english-page-0089,class6-english,6,89,30,True,True,True,2,MULTIPLE_OCR_VERSIONS,"Lesson 28 Arve you Listening?-3 © recognise English sounds © recognise word and stress on words in sentences read aloud with proper pronunciation, stress and intonation A, Listen to and say the following words. Notice how the letter ‘O’ is pronounced in words in List 1 and List 2 AL. Listen to and practise saying some more words with the two vowel ",public\ocr\books\class6-english\pages\page-089.json
class6-english-page-0090,class6-english,6,90,31,True,True,True,2,MULTIPLE_OCR_VERSIONS,"English For Today 85 A2, Read the following passage. Choose a word from the list of words below to fill in each of the blanks in the sentences. phone | bowl | hope home | stove | close I was waiting formy friend Shila. But since she was late, 1 thought I would just go to the bookstore and get some stationery from there. Bu, | left the following nex",public\ocr\books\class6-english\pages\page-090.json
class6-english-page-0091,class6-english,6,91,31,True,True,True,2,MULTIPLE_OCR_VERSIONS,"Lesson 29 Taking read and understand written instructions read and understand texts Read the passage below: Hena and her twin sister Bina both study in class six. They are having the half-yearly examination at school. Today they are going to take the English test. Their teacher Ms. Shima Chowdhury enters the classroom. Before the test starts, she g",public\ocr\books\class6-english\pages\page-091.json
class6-english-page-0092,class6-english,6,92,32,True,True,True,2,MULTIPLE_OCR_VERSIONS,"English For Today 87 Look at the following signs. for the above signs. Use the words in the box. Add 'Do not' if necessary. use | walk | pay | throw | drive | blow Hospital ahead! horns. iti. litter in public places. the waste bin. for your goods at the cash counter. carefully, Children’s playground ahead!",public\ocr\books\class6-english\pages\page-092.json
class6-english-page-0093,class6-english,6,93,32,True,True,True,2,MULTIPLE_OCR_VERSIONS,"Lesson 30 What Should WeDo? ¢rcad and understand texts «read and understand written instructions write questions and answers © write short paragraphs Bahar, Azim, Joseph and Shujan are classmates, They are planning a Bahar We have a week's vacation next week. What should we do? Azim Let's go somewhere we haven't been before. Joseph Right! T saw an ",public\ocr\books\class6-english\pages\page-093.json
class6-english-page-0094,class6-english,6,94,33,True,True,True,2,MULTIPLE_OCR_VERSIONS,"English For Today 89 Al, Make a list of the places the friends wanted to go to. Why did they want to go to these places? A2, Think of a place you would like to go to. Now write down a few sentences about where you want to go, why you want to go there, who you want to go with. Language Focus For suggestions, we often use these expressions: What shou",public\ocr\books\class6-english\pages\page-094.json
class6-english-page-0095,class6-english,6,95,33,True,True,True,2,MULTIPLE_OCR_VERSIONS,"Lesson 31 Too Much Little Water read and understand texts © write short paragraphs Al, Discuss in groups what you see in the pictures. A2, Read the following passage: Sometimes it rains so heavily that floods occur. Because of heavy rainfall, river water overflows its banks and floods vast areas of land, towns and A3. Write down a few sentences abo",public\ocr\books\class6-english\pages\page-095.json
class6-english-page-0096,class6-english,6,96,33,True,True,True,2,MULTIPLE_OCR_VERSIONS,"English For Today 91 Sometimes we really are short of water. This can happen if there is no rainfall for a long period of time. Sometimes rivers dry up, or the water level underground may sink very low. If there is too little water, that causes a lot of suffering to the people. B1. Look at the pictures below and discuss what you see. B2, Look at th",public\ocr\books\class6-english\pages\page-096.json
class6-english-page-0097,class6-english,6,97,33,True,True,True,2,MULTIPLE_OCR_VERSIONS,"Lesson 32 An Invitation for Robin read and understand texts * ask and answer questions * write short paragraphs write simple informal letters Robin received a letter. He read the letter over and over. He was very excited, It came from his aunt Amina. Aunt Amina and her family live in the countryside forty miles away from Dhaka. Robin ran to his mot",public\ocr\books\class6-english\pages\page-097.json
class6-english-page-0098,class6-english,6,98,33,True,True,True,2,MULTIPLE_OCR_VERSIONS,"Al, Read the letter again and then answer the following questions: a, Why was Robin excited? How would he go to the country? A2. Write a few sentences of your own with the following expressions: I would like you to Would you please A3. Write a similar invitation letter to a friend. Tell him /her about some of the things you plan to do together. A f",public\ocr\books\class6-english\pages\page-098.json
class6-english-page-0099,class6-english,6,99,33,True,True,True,2,MULTIPLE_OCR_VERSIONS,"Lesson 33 The Garden read and understand texts * use punctuation marks e. g. comma, full stop, qusestion mark, exelamation mark, quotation marks in sentences © understand and enjoy a story Read the story below: Frog was in his garden. Toad came walking by. ""What a fine garden you have, Frog.” he said. ""Yes,"" said Frog. It is very nice, but it was h",public\ocr\books\class6-english\pages\page-099.json
class6-english-page-0100,class6-english,6,100,33,True,True,True,2,MULTIPLE_OCR_VERSIONS,"English For Today 95 Toad ran home. He planted the flower seeds. ""New seeds,"" said Toad, ""start growing."" Toad walked up and down a few times. The seeds did not start to grow. Toad put his head close to the ground and cried, ""Now seeds, start growing!"" The seeds did not start to grow. Toad put his head very close to the ground and shouted, ""NOW SEE",public\ocr\books\class6-english\pages\page-100.json
class6-english-page-0101,class6-english,6,101,,True,True,True,2,MULTIPLE_OCR_VERSIONS,"Frog ran up the path. “What is going on?” he asked. ""My seeds will not grow,"" said Toad. ""You are shouting too much,” said Frog. ""These poor seeds are afraid to grow.” ""My seeds are afraid to grow?"" asked ""Yes,"" said Frog. ""Leave them alone for a few days. Let the sun shine on them, let the rain fall on them. Soon your seeds will start to grow.” Th",public\ocr\books\class6-english\pages\page-101.json
class6-english-page-0102,class6-english,6,102,,True,True,True,2,MULTIPLE_OCR_VERSIONS,"English For Today 97 Toad went out to his garden. ""T will read the seeds a story,"" said Toad. Toad read a long story to his seeds. All the next day Toad sang songs to his And all the next day Toad read poems to And all the next day Toad played music for his seeds. Toad looked at the ground. The seeds still did not start to grow. Forma- 13, English ",public\ocr\books\class6-english\pages\page-102.json
class6-english-page-0103,class6-english,6,103,,True,True,True,2,MULTIPLE_OCR_VERSIONS,"""What shall I do?” cried Toad. ""These seeds are still afraid to grow.” Then Toad became very tired, and he fell asleep. ""Toad, Toad, wake up,” said Frog. ""Look at your garden!"" Toad looked at his garden. Little green plants were growing up out of the ground. ""At last,"" shouted Toad, “my seeds are not afraid anymore.”",public\ocr\books\class6-english\pages\page-103.json
class6-english-page-0104,class6-english,6,104,,True,True,True,2,MULTIPLE_OCR_VERSIONS,"English For Today 99 “And now you will have a nice garden, too,” said Frog. ""Yes,"" said Toad, ""but you were right, Frog. It was very hard work."" Al, Choose the right answer. The first thing Toad did was he ------------ watered the seeds kept the seeds in the sun planted the seeds put the seeds in a box",public\ocr\books\class6-english\pages\page-104.json
class6-english-page-0105,class6-english,6,105,,True,True,True,2,MULTIPLE_OCR_VERSIONS,"One is done for you. Column A Column B Punctuation marks Punctuation marks are special symbols used in writing to separate sentences and phrases. They show how a piece of text should be read and understood. The most common punctuation marks in English are: Full stop (.) — This shows that the sentence has ended. Comma {,) — This indicates a short pa",public\ocr\books\class6-english\pages\page-105.json
class6-english-page-0106,class6-english,6,106,,True,True,True,2,MULTIPLE_OCR_VERSIONS,"English For Today 101 Sample Question Subject: English First Paper Time: 3 hours Marks: 100 [Marks for individual items are mentioned next to the test items] Part A - Reading (Marks: 70) Read the text and answer the questions 1 & 2: Bulbul collects rubbish from the Sankar area in Dhaka. Every morning, he wakes up at 5 o'clock and walks along the st",public\ocr\books\class6-english\pages\page-106.json
class6-english-page-0107,class6-english,6,107,,True,True,True,2,MULTIPLE_OCR_VERSIONS,"102 English For Today Why was Sankar in great trouble last month? Bulbul went on vacation. The people refused to throw away their rubbish. ili, Bulbul was sick for two days and could not collect the rubbish. scattered the rubbish everywhere. e) What does Bulbul believe about his job? It is not important. Only educated people should do it. iii, All ",public\ocr\books\class6-english\pages\page-107.json
class6-english-page-0108,class6-english,6,108,,True,True,True,2,MULTIPLE_OCR_VERSIONS,"English For Today 103 Good health means proper functioning of body organs and fecling well in body and mind. Healthy people remain a), cheerful, and happy. They can enjoy life and b) others. To maintain health, follow hygiene princi- ples, which include rules and c) for staying healthy. Proper food, d) exercise, rest, cleanliness, and medical care ",public\ocr\books\class6-english\pages\page-108.json
class6-english-page-0110,class6-english,6,110,,True,True,True,2,MULTIPLE_OCR_VERSIONS,"English For Today 105 Answer any five of the following questions from the poems in your text- What is the main idea of the poem “Holding Hands”? What does the poet say about trunks and tails in the poem “Holding What does the line ""But bows cannot be built in heaven"" suggest in the poem “Boats sail on the What is the overall theme of the poem “Boat",public\ocr\books\class6-english\pages\page-110.json
class6-english-page-0115,class6-english,6,115,,False,False,False,1,FRONT_MATTER | TOO_SHORT_FOR_SFT | distribution information,"2026 Academic Year Class Six: English For Today United we stand, divided we fall. For free distribution by the Government of the People’s Republic of Bangladesh.",public\ocr\books\class6-english\pages\page-115.json
class7-english-page-0001,class7-english,7,1,,False,False,False,1,TOO_SHORT_FOR_SFT,"@® ENGLISH FOR TODAY G US: National Curriculum and Textbook Board, Bangladesh",public\ocr\books\class7-english\pages\page-001.json
class7-english-page-0002,class7-english,7,2,,False,False,False,1,FRONT_MATTER | TOO_SHORT_FOR_SFT | prescription page,"Prescribed by the National Curriculum and Textbook Board, Bangladesh as a textbook for Class Seven from the academic year 2023 Revised for the year 2026",public\ocr\books\class7-english\pages\page-002.json
class7-english-page-0003,class7-english,7,3,,False,False,False,1,FRONT_MATTER | copyright page | distribution information | publication information,"69-70, Motijheel Commercial Area, Dhaka [All rights reserved by the Publisher] First edition written and edited by Zulfeqar Haider Md Abdur Razzaque First Publication: September 2012 Revised Edition: September 2014 Revised Edition: November 2020 Revised Edition: October 2025 For Free Distribution by the Government of the People’s Republic of Bangla",public\ocr\books\class7-english\pages\page-003.json
class7-english-page-0004,class7-english,7,4,,False,False,True,1,FRONT_MATTER | OCR_REVIEW_NEEDED | acknowledgement | administrative signature | contributor listing | curriculum preface | policy preface | possible OCR spelling error,"The importance of formal education is diversified. The prime goal of modern education is not only to impart knowledge but rather to build a prosperous nation by developing skilled human resources. At the same time, education is the best means of developing a society that is free from superstitions and adheres to science and facts. To stand as a dev",public\ocr\books\class7-english\pages\page-004.json
class7-english-page-0006,class7-english,7,6,,True,False,False,1,TOO_SHORT_FOR_SFT,"Attention, Please Learning outcomes After we have studied this unit, we will be able to e follow instructions, commands, requests, announcements and act accordingly e use sounds, stress and intonation e ask and answer questions Class 7 English Forma-01",public\ocr\books\class7-english\pages\page-006.json
class7-english-page-0015,class7-english,7,15,,True,False,False,1,TOO_SHORT_FOR_SFT,"My Study Guide Learning outcomes After we have studied this unit, we will be able to © look up words in a dictionary @ read and understand the table of content pages",public\ocr\books\class7-english\pages\page-015.json
class7-english-page-0017,class7-english,7,17,,True,False,True,1,ENCODING_REPAIRED | TOO_LONG_FOR_SFT,"B noun, ymbtot the ‘bathwater to lose sth that you want at © noun b) (pi. B's, b's /bix/) 4 [C, U} the second letter the same time as you are trying to get rid of ath that you do not want—more at suxEP 0. of the English aly: ‘Butter’ begins with (0) B/'B’. (C. U) the 71H note in the Sod. lonty before noun] baby are a very srnall version of particul",public\ocr\books\class7-english\pages\page-017.json
class7-english-page-0019,class7-english,7,19,,False,False,False,1,FRONT_MATTER | contents page,"14 ENGLISH FOR TODAY Rupa: She is! I also like her very much. And she is very organised. She knows how to make us work in groups and pairs. So we are never Ananda: By the way, I’ve another problem. Do you understand the ‘Table of Contents’ at the beginning of a book? Rupa: Hmmm... yes, I’ve learnt it from my elder can try to explain it to you if yo",public\ocr\books\class7-english\pages\page-019.json
class7-english-page-0020,class7-english,7,20,,False,False,False,1,FRONT_MATTER | contents page,"Unit 2: My Study Guide 15 How many subjects / topics do you see here? What do the numbers on the right-hand side mean? Who do you think the people whose names are written after the subyects or topics are? 4 What is each topic / subject called? read, and, books, are, topics of, book. only, which, is The text above is a table contents. It shows what ",public\ocr\books\class7-english\pages\page-020.json
class7-english-page-0021,class7-english,7,21,,True,False,False,1,TOO_SHORT_FOR_SFT,"What are Friends for? Learning Outcomes After we have studied this unit, we will be able to ask and answer questions « talk about familiar events © read and understand texts * write answers to questions « short compositions",public\ocr\books\class7-english\pages\page-021.json
class7-english-page-0038,class7-english,7,38,,True,True,True,1,OCR_REVIEW_NEEDED | possible OCR spelling error | several unusually long tokens,"Unit Four: People Who Make a Difference 33 the ineffectiveness of political establishments and grew increasingly frustrated with the status quo. The July Uprising of 2024 signals an urgent call for adaptation. Outdated methods can no longer meet the challenges of today’s world. To support Gen Z’s ambitions truly, we need concrete steps as political",public\ocr\books\class7-english\pages\page-038.json
class7-english-page-0050,class7-english,7,50,,True,True,True,1,OCR_REVIEW_NEEDED | several unusually long tokens,Unit Four: People Who Make a Difference 45 Lesson 11: Waiting for a Torch Bearer Keywords: poverty torch responsibility talking about. ATV reporter is interviewing Dr Mahmud Hasan about his dream. Read the interview. Why have you chosen this village for your work? The people of my village do not get proper healthcare support because of poverty. I h,public\ocr\books\class7-english\pages\page-050.json
class7-english-page-0060,class7-english,7,60,,True,False,False,1,TOO_SHORT_FOR_SFT,"Learning outcomes After we have studied this unit, we will be able to ask and answer questions read and enjoy poems use sounds, stress, and intonation appropriately read and understand texts write paragraphs and short compositions",public\ocr\books\class7-english\pages\page-060.json
class7-english-page-0102,class7-english,7,102,,True,False,False,1,TOO_SHORT_FOR_SFT,Unit Eight: Likes and Dislikes Turja likes listening to music and reading story books but he doesn’t like studying English or drawing pictures. Class 7 English Forma-13,public\ocr\books\class7-english\pages\page-102.json
class7-english-page-0107,class7-english,7,107,,True,True,True,1,OCR_REVIEW_NEEDED | possible OCR spelling error,"102 ENGLISH FOR TODAY Lesson 2: What Happens in Bangladesh? Keywords: prolonged, adverse, waterlogging, landslide, spell, crop, salinity, coastal, deforestation Samina and Arif are very upset to read about the effects of climate change. They are more curious to know what will happen in Bangladesh. Read the following text to know about this. Banglad",public\ocr\books\class7-english\pages\page-107.json
class7-english-page-0108,class7-english,7,108,,True,True,True,1,OCR_REVIEW_NEEDED | possible OCR spelling error,Unit Nine: Climate Change 103 Tick the best answer. One outcome of climate change in Bangladesh is summers are becoming shorter. summers are becoming milder. the monsoon is becoming irregular. the cities are getting larger. The cyclone that hit Bangladesh in 2009 is called It is likely that 10.9 percent of Bangladesh will go under water if the sea ,public\ocr\books\class7-english\pages\page-108.json
class7-english-page-0117,class7-english,7,117,,True,False,True,1,ENCODING_REPAIRED | TOO_SHORT_FOR_SFT,the average temperature of the Earth is increasing. some steps should be taken by the the variety of plant and animal species is decreasing contributes to global warming. causes sea levels to rise,public\ocr\books\class7-english\pages\page-117.json
class7-english-page-0122,class7-english,7,122,,False,False,False,1,FRONT_MATTER | TOO_SHORT_FOR_SFT | distribution information,2026 Academic Year Class Seven: English For Today There is no gain without pain. For free distribution by the Government of the People’s Republic of Bangladesh.,public\ocr\books\class7-english\pages\page-122.json
class8-english-page-0001,class8-english,8,1,,False,False,False,1,CLASS8_EXTERNAL_ONLY | TOO_SHORT_FOR_SFT,"Us: National Curriculum and Textbook Board, Bangladesh",public\ocr\books\class8-english\pages\page-001.json
class8-english-page-0002,class8-english,8,2,,False,False,False,1,CLASS8_EXTERNAL_ONLY | FRONT_MATTER | TOO_SHORT_FOR_SFT | prescription page,Prescribed by the National Curriculum and Textbook Board asa textbook for class eight from the academic year 2013 Revised for the year 2026,public\ocr\books\class8-english\pages\page-002.json
class8-english-page-0003,class8-english,8,3,,False,False,False,1,CLASS8_EXTERNAL_ONLY | FRONT_MATTER | copyright page | distribution information | publication information,"69-70, Motijheel Commercial Area, Dhaka [All rights reserved by the Publisher] First edition written and edited by M S Hoque, Yasmin Banu Surajit Roy Majumder, Md Abdur Razzaque Naina Shahzadi, Nargis Akhter Banu First Publication September. 2012 Revised Editon: September, 2014 Revised Editon: November, 2020 Revised Editon: October, 2024 Revised Ed",public\ocr\books\class8-english\pages\page-003.json
class8-english-page-0004,class8-english,8,4,,False,False,True,1,CLASS8_EXTERNAL_ONLY | FRONT_MATTER | OCR_REVIEW_NEEDED | acknowledgement | administrative signature | contributor listing | curriculum preface | policy preface | possible OCR spelling error,"The importance of formal education is diversified. The prime goal of modern education is not only to impart knowledge but rather to build a prosperous nation by developing skilled human resources. At the same time, education is the best means of developing a society that is free from superstitions and adheres to science and facts. To stand as a dev",public\ocr\books\class8-english\pages\page-004.json
class8-english-page-0005,class8-english,8,5,,True,False,False,1,CLASS8_EXTERNAL_ONLY,Unit Title Pages Unit 1 A Glimpse of Our Culture 1-12 Unit 2 Food and Nutrition 13-19 Unit 3 Health and Hygiene 20-33 Unit 4 Check Your References 34-43 Unit 5 Humans and Environment 44-61 Unit 6 Going on a Trip 62-79 Unit 7 Occupations at Risk 80-93 Unit 8 News! News! News! 94-112 Unit 9 Things that Have Changed Our Lives 113-131 Unit 11 Women’s R,public\ocr\books\class8-english\pages\page-005.json
